scheme,constituent_fund,mpf_trustee,fund_type,launch_date,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc,scheme_sc,constituent_fund_sc,mpf_trustee_sc,fund_type_sc,fund_code
MASS Mandatory Provident Fund Scheme,Hong Kong Equities Fund,YF Life,Equity Fund - Hong Kong Equity Fund,2007-03-19,557.06,6,1.37614,34.97,15.69,-17.97,-14.25,-12.20,萬全強制性公積金計劃,香港股票基金,萬通,股票基金 - 香港股票基金,万全强制性公积金计划,"香港股票基金
",万通,股票基金 - 香港股票基金,YFLI-MS-HKEFD
MASS Mandatory Provident Fund Scheme,MPF Conservative Fund,YF Life,Money Market Fund - MPF Conservative Fund,2000-12-01,694.61,1,0.87598,2.01,3.39,3.26,0.32,0.00,萬全強制性公積金計劃,強積金保守基金,萬通,貨幣市場基金 — 強積金保守基金,万全强制性公积金计划,"强积金保守基金
",万通,货币市场基金 — 强积金保守基金,YFLI-MS-CVFDDD
MASS Mandatory Provident Fund Scheme,US Equity Fund,YF Life,Equity Fund - United States Equity Fund,2007-03-19,"1,117.80",5,1.04762,16.81,21.77,28.27,-36.96,16.10,萬全強制性公積金計劃,美國股票基金,萬通,股票基金 - 美國股票基金,万全强制性公积金计划,"美国股票基金
",万通,股票基金 - 美国股票基金,YFLI-MS-USEQFD
My Choice Mandatory Provident Fund Scheme,My Choice Age 65 Plus Fund,BOCIP,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,82.44,4,0.76940,5.74,3.47,7.05,-14.45,1.09,我的強積金計劃,我的65歲後基金,中銀保誠,混合資產基金 - 預設投資策略-65歲後基金,我的强积金计划,"我的65岁后基金
",中银保诚,混合资产基金 - 预设投资策略-65岁后基金,BOCI-MC-MA6FD
My Choice Mandatory Provident Fund Scheme,My Choice Asia Equity Fund,BOCIP,Equity Fund - Asia Equity Fund,2010-07-28,291.67,5,1.09501,23.65,11.87,10.03,-21.24,-2.96,我的強積金計劃,我的亞洲股票基金,中銀保誠,股票基金 - 亞洲股票基金,我的强积金计划,"我的亚洲股票基金
",中银保诚,股票基金 - 亚洲股票基金,BOCI-MC-MAEFD
My Choice Mandatory Provident Fund Scheme,My Choice Balanced Fund,BOCIP,Mixed Assets Fund - 61% to 80% Equity,2010-07-28,258.79,5,1.04376,19.29,6.36,5.18,-15.91,0.63,我的強積金計劃,我的均衡基金,中銀保誠,混合資產基金 - 61% 至 80% 股票,我的强积金计划,"我的均衡基金
",中银保诚,混合资产基金 - 61% to 80% 股票,BOCI-MC-MYBLFD
My Choice Mandatory Provident Fund Scheme,My Choice China Equity Fund,BOCIP,Equity Fund - Greater China Equity Fund,2010-07-28,672.33,7,1.06687,34.08,13.04,-9.37,-28.63,-6.33,我的強積金計劃,我的中國股票基金,中銀保誠,股票基金 - 大中華股票基金,我的强积金计划,"我的中国股票基金
",中银保诚,股票基金 - 大中华股票基金,BOCI-MC-MCEFD
My Choice Mandatory Provident Fund Scheme,My Choice Core Accumulation Fund,BOCIP,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,262.55,4,0.80511,13.38,9.77,13.32,-14.82,9.78,我的強積金計劃,我的核心累積基金,中銀保誠,混合資產基金 - 預設投資策略-核心累積基金,我的强积金计划,"我的核心累积基金
",中银保诚,混合资产基金 - 预设投资策略-核心累积基金,BOCI-MC-MCAFD
My Choice Mandatory Provident Fund Scheme,My Choice Global Bond Fund,BOCIP,Bond Fund - Global Bond Fund,2010-07-28,117.37,4,0.99802,4.92,-3.17,4.79,-17.75,-4.79,我的強積金計劃,我的環球債券基金,中銀保誠,債券基金 - 環球債券基金,我的强积金计划,"我的环球债券基金
",中银保诚,债券基金 - 环球债券基金,BOCI-MC-MGBFD
My Choice Mandatory Provident Fund Scheme,My Choice Global Equity Fund,BOCIP,Equity Fund - Global Equity Fund,2010-07-28,615.11,5,1.04250,19.34,16.26,18.05,-17.89,18.49,我的強積金計劃,我的環球股票基金,中銀保誠,股票基金 - 環球股票基金,我的强积金计划,"我的环球股票基金
",中银保诚,股票基金 - 环球股票基金,BOCI-MC-MGEFD
My Choice Mandatory Provident Fund Scheme,My Choice Growth Fund,BOCIP,Mixed Assets Fund - 81% to 100% Equity,2010-07-28,461.86,5,1.02738,20.89,10.54,4.87,-20.28,1.77,我的強積金計劃,我的增長基金,中銀保誠,混合資產基金 - 81% 至 100% 股票,我的强积金计划,"我的增长基金
",中银保诚,混合资产基金 - 81% to 100% 股票,BOCI-MC-MYGWFD
My Choice Mandatory Provident Fund Scheme,My Choice HKD Bond Fund,BOCIP,Bond Fund - Hong Kong Dollar Bond Fund,2010-07-28,82.25,3,1.03782,5.58,2.98,6.02,-9.04,-1.36,我的強積金計劃,我的港元債券基金,中銀保誠,債券基金 - 港元債券基金,我的强积金计划,"我的港元债券基金
",中银保诚,债券基金 - 港元债券基金,BOCI-MC-MHBFD
My Choice Mandatory Provident Fund Scheme,My Choice Hong Kong Equity Fund,BOCIP,Equity Fund - Hong Kong Equity Fund,2010-07-28,316.62,7,1.06799,30.45,17.43,-15.76,-18.78,-15.51,我的強積金計劃,我的香港股票基金,中銀保誠,股票基金 - 香港股票基金,我的强积金计划,"我的香港股票基金
",中银保诚,股票基金 - 香港股票基金,BOCI-MC-MHKFD
My Choice Mandatory Provident Fund Scheme,My Choice Hong Kong Tracking Fund,BOCIP,Equity Fund - Hong Kong Equity Fund (Index Tracking),2010-07-28,174.52,7,0.73161,30.94,21.63,-11.19,-13.45,-12.39,我的強積金計劃,我的香港追蹤指數基金,中銀保誠,股票基金 - 香港股票基金（追蹤指數）,我的强积金计划,"我的香港追踪指数基金
",中银保诚,股票基金 - 香港股票基金（追踪指数）,BOCI-MC-MHKFD
My Choice Mandatory Provident Fund Scheme,My Choice MPF Conservative Fund,BOCIP,Money Market Fund - MPF Conservative Fund,2010-07-28,425.37,1,0.74161,2.24,3.47,3.14,0.20,0.00,我的強積金計劃,我的強積金保守基金,中銀保誠,貨幣市場基金 — 強積金保守基金,我的强积金计划,"我的强积金保守基金
",中银保诚,货币市场基金 — 强积金保守基金,BOCI-MC-MYCVFD
My Choice Mandatory Provident Fund Scheme,My Choice RMB & HKD Money Market Fund,BOCIP,Money Market Fund - Other than MPF Conservative Fund,2014-10-06,64.83,3,0.93056,4.50,-0.11,0.13,-4.16,2.76,我的強積金計劃,我的人民幣及港元貨幣市場基金,中銀保誠,貨幣市場基金 — 不包括強積金保守基金,我的强积金计划,"我的人民币及港元货币市场基金
",中银保诚,货币市场基金 — 不包括强积金保守基金,BOCI-MC-MRHFD
My Choice Mandatory Provident Fund Scheme,My Choice Stable Fund,BOCIP,Mixed Assets Fund - 41% to 60% Equity,2010-07-28,256.50,4,1.03342,15.21,3.16,4.60,-16.04,-1.01,我的強積金計劃,我的平穩基金,中銀保誠,混合資產基金 - 41% 至 60% 股票,我的强积金计划,"我的平稳基金
",中银保诚,混合资产基金 - 41% to 60% 股票,BOCI-MC-MYSTFD
Principal MPF - Simple Plan,Principal - MPF Conservative Fund,PRIN,Money Market Fund - MPF Conservative Fund,2005-01-20,321.74,1,1.04287,2.16,3.58,3.33,0.09,0.00,信安強積金—易富之選,信安 - 強積金保守基金,信安（亞洲）,貨幣市場基金 — 強積金保守基金,信安强积金—易富之选,"信安 - 强积金保守基金
",信安（亚洲）,货币市场基金 — 强积金保守基金,PRIN-SI-CVFDDD
Principal MPF - Simple Plan,Principal Age 65 Plus Fund,PRIN,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,47.49,4,0.83285,7.75,2.96,7.31,-14.33,1.51,信安強積金—易富之選,信安65 歲後基金,信安（亞洲）,混合資產基金 - 預設投資策略-65歲後基金,信安强积金—易富之选,"信安65 岁后基金
",信安（亚洲）,混合资产基金 - 预设投资策略-65岁后基金,PRIN-SI-A6PFD
Principal MPF - Simple Plan,Principal Balanced Fund,PRIN,Mixed Assets Fund - 61% to 80% Equity,2005-01-20,274.82,4,1.75034,20.81,7.68,6.34,-18.60,1.46,信安強積金—易富之選,信安均衡基金,信安（亞洲）,混合資產基金 - 61% 至 80% 股票,信安强积金—易富之选,"信安均衡基金
",信安（亚洲）,混合资产基金 - 61% to 80% 股票,PRIN-SI-BLFDDD
Principal MPF - Simple Plan,Principal Core Accumulation Fund,PRIN,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,113.04,4,0.80098,15.02,8.82,14.58,-16.70,9.11,信安強積金—易富之選,信安核心累積基金,信安（亞洲）,混合資產基金 - 預設投資策略-核心累積基金,信安强积金—易富之选,"信安核心累积基金
",信安（亚洲）,混合资产基金 - 预设投资策略-核心累积基金,PRIN-SI-CRACFD
Principal MPF - Simple Plan,Principal Dynamic Asia Pacific Equity Fund,PRIN,Equity Fund - Asia Equity Fund,2006-12-19,403.66,5,1.92983,22.63,14.33,7.95,-22.01,-3.14,信安強積金—易富之選,信安動力亞太股票基金,信安（亞洲）,股票基金 - 亞洲股票基金,信安强积金—易富之选,"信安动力亚太股票基金
",信安（亚洲）,股票基金 - 亚洲股票基金,PRIN-SI-DAPFD
Principal MPF - Simple Plan,Principal Dynamic Global Bond Fund,PRIN,Bond Fund - Global Bond Fund,2006-12-19,75.97,4,1.55514,5.68,-3.91,4.07,-17.87,-5.41,信安強積金—易富之選,信安動力環球債券基金,信安（亞洲）,債券基金 - 環球債券基金,信安强积金—易富之选,"信安动力环球债券基金
",信安（亚洲）,债券基金 - 环球债券基金,PRIN-SI-DGBFD
Principal MPF - Simple Plan,Principal Dynamic Global Equity Fund,PRIN,Equity Fund - Global Equity Fund,2006-12-19,333.44,5,1.81739,17.58,15.22,18.89,-21.59,15.77,信安強積金—易富之選,信安動力環球股票基金,信安（亞洲）,股票基金 - 環球股票基金,信安强积金—易富之选,"信安动力环球股票基金
",信安（亚洲）,股票基金 - 环球股票基金,PRIN-SI-DGEFD
Principal MPF - Simple Plan,Principal Dynamic Hong Kong Equity Fund,PRIN,Equity Fund - Hong Kong Equity Fund,2005-01-20,540.58,6,1.78744,27.06,15.55,-13.97,-21.25,-16.05,信安強積金—易富之選,信安動力香港股票基金,信安（亞洲）,股票基金 - 香港股票基金,信安强积金—易富之选,"信安动力香港股票基金
",信安（亚洲）,股票基金 - 香港股票基金,PRIN-SI-DHKFD
Principal MPF - Simple Plan,Principal Growth Fund,PRIN,Mixed Assets Fund - 81% to 100% Equity,2005-01-20,487.75,5,1.76792,25.53,10.40,7.26,-19.95,3.13,信安強積金—易富之選,信安增長基金,信安（亞洲）,混合資產基金 - 81% 至 100% 股票,信安强积金—易富之选,"信安增长基金
",信安（亚洲）,混合资产基金 - 81% to 100% 股票,PRIN-SI-GWFDDD
Principal MPF - Simple Plan,Principal Stable Fund,PRIN,Mixed Assets Fund - 21% to 40% Equity,2005-01-20,158.67,4,1.71816,11.17,2.37,4.79,-16.03,-1.71,信安強積金—易富之選,信安平穩基金,信安（亞洲）,混合資產基金 - 21% 至 40% 股票,信安强积金—易富之选,"信安平稳基金
",信安（亚洲）,混合资产基金 - 21% to 40% 股票,PRIN-SI-STFDDD
Principal MPF - Smart Plan,Principal - Hang Seng Index Tracking Fund,PRIN,Equity Fund - Hong Kong Equity Fund (Index Tracking),2014-11-03,779.91,6,1.03529,29.47,21.48,-11.36,-13.31,-12.77,信安強積金—明智之選,信安 - 恒指基金,信安（亞洲）,股票基金 - 香港股票基金（追蹤指數）,信安强积金—明智之选,"信安 - 恒指基金
",信安（亚洲）,股票基金 - 香港股票基金（追踪指数）,PRIN-SP-HSIFD
Principal MPF - Smart Plan,Principal - MPF Conservative Fund,PRIN,Money Market Fund - MPF Conservative Fund,2000-12-01,"3,847.64",1,0.97573,2.27,3.57,3.42,0.09,0.00,信安強積金—明智之選,信安 - 強積金保守基金,信安（亞洲）,貨幣市場基金 — 強積金保守基金,信安强积金—明智之选,"信安 - 强积金保守基金
",信安（亚洲）,货币市场基金 — 强积金保守基金,PRIN-SP-CVFDDD
Principal MPF - Smart Plan,Principal Age 65 Plus Fund,PRIN,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,473.72,4,0.79253,7.74,3.01,7.73,-14.24,1.66,信安強積金—明智之選,信安65 歲後基金,信安（亞洲）,混合資產基金 - 預設投資策略-65歲後基金,信安强积金—明智之选,"信安65 岁后基金
",信安（亚洲）,混合资产基金 - 预设投资策略-65岁后基金,PRIN-SP-A6PFD
Principal MPF - Smart Plan,Principal Balanced Fund,PRIN,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"2,187.26",4,1.73779,20.84,7.67,6.34,-18.61,1.55,信安強積金—明智之選,信安均衡基金,信安（亞洲）,混合資產基金 - 61% 至 80% 股票,信安强积金—明智之选,"信安均衡基金
",信安（亚洲）,混合资产基金 - 61% to 80% 股票,PRIN-SP-BLFDDD
Principal MPF - Smart Plan,Principal Cash Fund,PRIN,Money Market Fund - Other than MPF Conservative Fund,2000-12-01,623.41,2,0.98972,3.74,3.89,3.68,-0.78,-0.52,信安強積金—明智之選,信安流動基金,信安（亞洲）,貨幣市場基金 — 不包括強積金保守基金,信安强积金—明智之选,"信安流动基金
",信安（亚洲）,货币市场基金 — 不包括强积金保守基金,PRIN-SP-CSFDDD
Principal MPF - Smart Plan,Principal Core Accumulation Fund,PRIN,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"1,155.00",4,0.78109,15.10,8.79,14.57,-16.47,9.34,信安強積金—明智之選,信安核心累積基金,信安（亞洲）,混合資產基金 - 預設投資策略-核心累積基金,信安强积金—明智之选,"信安核心累积基金
",信安（亚洲）,混合资产基金 - 预设投资策略-核心累积基金,PRIN-SP-CRACFD
Principal MPF - Smart Plan,Principal Dynamic Asia Pacific Equity Fund,PRIN,Equity Fund - Asia Equity Fund,2011-01-10,"1,200.85",5,1.91402,22.84,14.26,7.94,-21.98,-2.94,信安強積金—明智之選,信安動力亞太股票基金,信安（亞洲）,股票基金 - 亞洲股票基金,信安强积金—明智之选,"信安动力亚太股票基金
",信安（亚洲）,股票基金 - 亚洲股票基金,PRIN-SP-DAPFD
Principal MPF - Smart Plan,Principal Dynamic Asian Bond Fund,PRIN,Bond Fund - Asia Bond Fund,2012-08-13,199.62,3,1.43774,6.31,0.72,5.17,-11.11,-2.43,信安強積金—明智之選,信安動力亞洲債券基金,信安（亞洲）,債券基金 - 亞洲債券基金,信安强积金—明智之选,"信安动力亚洲债券基金
",信安（亚洲）,债券基金 - 亚洲债券基金,PRIN-SP-DABFD
Principal MPF - Smart Plan,Principal Dynamic Global Bond Fund,PRIN,Bond Fund - Global Bond Fund,2011-01-10,450.89,4,1.51955,5.95,-3.96,4.25,-17.78,-5.48,信安強積金—明智之選,信安動力環球債券基金,信安（亞洲）,債券基金 - 環球債券基金,信安强积金—明智之选,"信安动力环球债券基金
",信安（亚洲）,债券基金 - 环球债券基金,PRIN-SP-DGBFD
Principal MPF - Smart Plan,Principal Dynamic Global Equity Fund,PRIN,Equity Fund - Global Equity Fund,2000-12-01,"3,876.07",5,1.80625,17.56,15.25,18.92,-21.51,15.91,信安強積金—明智之選,信安動力環球股票基金,信安（亞洲）,股票基金 - 環球股票基金,信安强积金—明智之选,"信安动力环球股票基金
",信安（亚洲）,股票基金 - 环球股票基金,PRIN-SP-DGEFD
Principal MPF - Smart Plan,Principal Dynamic Greater China Equity Fund,PRIN,Equity Fund - Greater China Equity Fund,2012-08-13,"1,559.39",6,1.58987,28.72,12.63,-10.98,-28.64,-8.13,信安強積金—明智之選,信安動力大中華股票基金,信安（亞洲）,股票基金 - 大中華股票基金,信安强积金—明智之选,"信安动力大中华股票基金
",信安（亚洲）,股票基金 - 大中华股票基金,PRIN-SP-DGCFD
Principal MPF - Smart Plan,Principal Dynamic Hong Kong Equity Fund,PRIN,Equity Fund - Hong Kong Equity Fund,2011-01-10,"1,161.90",6,1.77260,27.62,15.46,-14.02,-21.00,-15.64,信安強積金—明智之選,信安動力香港股票基金,信安（亞洲）,股票基金 - 香港股票基金,信安强积金—明智之选,"信安动力香港股票基金
",信安（亚洲）,股票基金 - 香港股票基金,PRIN-SP-DHKFD
Principal MPF - Smart Plan,Principal Growth Fund,PRIN,Mixed Assets Fund - 81% to 100% Equity,2000-12-01,"3,436.01",5,1.75714,25.58,10.39,7.28,-19.98,3.28,信安強積金—明智之選,信安增長基金,信安（亞洲）,混合資產基金 - 81% 至 100% 股票,信安强积金—明智之选,"信安增长基金
",信安（亚洲）,混合资产基金 - 81% to 100% 股票,PRIN-SP-GWFDDD
Principal MPF - Smart Plan,Principal Stable Fund,PRIN,Mixed Assets Fund - 21% to 40% Equity,2000-12-01,"1,412.01",4,1.70410,11.30,2.30,4.75,-15.97,-1.67,信安強積金—明智之選,信安平穩基金,信安（亞洲）,混合資產基金 - 21% 至 40% 股票,信安强积金—明智之选,"信安平稳基金
",信安（亚洲）,混合资产基金 - 21% to 40% 股票,PRIN-SP-STFDDD
Principal MPF Scheme Series 800,Principal Age 65 Plus Fund - Class N,PRIN,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,"3,227.07",4,0.78549,7.82,2.98,7.66,-14.34,1.67,信安強積金計劃800系列,信安65歲後基金 - N類單位,信安（亞洲）,混合資產基金 - 預設投資策略-65歲後基金,信安强积金计划800系列,"信安65岁后基金
 - N类单位",信安（亚洲）,混合资产基金 - 预设投资策略-65岁后基金,PRIN-S8-A6PFDN
Principal MPF Scheme Series 800,Principal Aggressive Strategy Fund - Class D,PRIN,Mixed Assets Fund - 81% to 100% Equity,2020-10-22,37.93,5,1.32114,23.37,10.80,7.47,-19.00,3.49,信安強積金計劃800系列,信安進取策略基金 - D類單位,信安（亞洲）,混合資產基金 - 81% 至 100% 股票,信安强积金计划800系列,"信安进取策略基金
 - D类单位",信安（亚洲）,混合资产基金 - 81% to 100% 股票,PRIN-S8-AVSYFD
Principal MPF Scheme Series 800,Principal Aggressive Strategy Fund - Class I,PRIN,Mixed Assets Fund - 81% to 100% Equity,2020-10-22,"1,471.50",5,1.52110,23.22,10.58,7.23,-19.16,3.29,信安強積金計劃800系列,信安進取策略基金 - I類單位,信安（亞洲）,混合資產基金 - 81% 至 100% 股票,信安强积金计划800系列,"信安进取策略基金
 - I类单位",信安（亚洲）,混合资产基金 - 81% to 100% 股票,PRIN-S8-AVSYFI
Principal MPF Scheme Series 800,Principal Asian Bond Fund - Class N,PRIN,Bond Fund - Asia Bond Fund,2020-10-22,251.35,3,1.03610,7.29,2.41,6.12,-11.88,-0.46,信安強積金計劃800系列,信安亞洲債券基金 - N類單位,信安（亞洲）,債券基金 - 亞洲債券基金,信安强积金计划800系列,"信安亚洲债券基金
 - N类单位",信安（亚洲）,债券基金 - 亚洲债券基金,PRIN-S8-ASBDFN
Principal MPF Scheme Series 800,Principal Asian Equity Fund - Class D,PRIN,Equity Fund - Asia Equity Fund,2000-12-01,237.98,5,1.34073,19.95,9.78,5.03,-19.01,-2.44,信安強積金計劃800系列,信安亞洲股票基金 - D類單位,信安（亞洲）,股票基金 - 亞洲股票基金,信安强积金计划800系列,"信安亚洲股票基金
 - D类单位",信安（亚洲）,股票基金 - 亚洲股票基金,PRIN-S8-ASEQFD
Principal MPF Scheme Series 800,Principal Asian Equity Fund - Class I,PRIN,Equity Fund - Asia Equity Fund,2000-12-01,"4,208.53",5,1.53069,19.82,9.57,4.82,-19.17,-2.63,信安強積金計劃800系列,信安亞洲股票基金 - I類單位,信安（亞洲）,股票基金 - 亞洲股票基金,信安强积金计划800系列,"信安亚洲股票基金
 - I类单位",信安（亚洲）,股票基金 - 亚洲股票基金,PRIN-S8-ASEQFI
Principal MPF Scheme Series 800,Principal China Equity Fund - Class D,PRIN,Equity Fund - China Equity Fund,2007-08-01,182.42,6,1.32589,30.63,17.85,-15.51,-26.96,-16.29,信安強積金計劃800系列,信安中國股票基金 - D類單位,信安（亞洲）,股票基金 - 中國股票基金,信安强积金计划800系列,"信安中国股票基金
 - D类单位",信安（亚洲）,股票基金 - 中国股票基金,PRIN-S8-CNEQFD
Principal MPF Scheme Series 800,Principal China Equity Fund - Class I,PRIN,Equity Fund - China Equity Fund,2007-08-01,"2,819.68",6,1.51587,30.48,17.63,-15.69,-27.10,-16.45,信安強積金計劃800系列,信安中國股票基金 - I類單位,信安（亞洲）,股票基金 - 中國股票基金,信安强积金计划800系列,"信安中国股票基金
 - I类单位",信安（亚洲）,股票基金 - 中国股票基金,PRIN-S8-CNEQFI
Principal MPF Scheme Series 800,Principal Core Accumulation Fund - Class N,PRIN,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"4,429.04",4,0.77991,15.06,8.81,14.66,-16.47,9.40,信安強積金計劃800系列,信安核心累積基金 - N類單位,信安（亞洲）,混合資產基金 - 預設投資策略-核心累積基金,信安强积金计划800系列,"信安核心累积基金
 - N类单位",信安（亚洲）,混合资产基金 - 预设投资策略-核心累积基金,PRIN-S8-CRACFN
Principal MPF Scheme Series 800,Principal Global Growth Fund - Class D,PRIN,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,251.87,4,1.32592,19.69,7.52,6.87,-18.00,1.55,信安強積金計劃800系列,信安環球增長基金 - D類單位,信安（亞洲）,混合資產基金 - 61% 至 80% 股票,信安强积金计划800系列,"信安环球增长基金
 - D类单位",信安（亚洲）,混合资产基金 - 61% to 80% 股票,PRIN-S8-GLGWFD
Principal MPF Scheme Series 800,Principal Global Growth Fund - Class I,PRIN,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"4,282.12",4,1.52597,19.54,7.30,6.65,-18.17,1.35,信安強積金計劃800系列,信安環球增長基金 - I類單位,信安（亞洲）,混合資產基金 - 61% 至 80% 股票,信安强积金计划800系列,"信安环球增长基金
 - I类单位",信安（亚洲）,混合资产基金 - 61% to 80% 股票,PRIN-S8-GLGWFI
Principal MPF Scheme Series 800,Principal Hang Seng Index Tracking Fund - Class N,PRIN,Equity Fund - Hong Kong Equity Fund (Index Tracking),2012-02-01,"2,005.71",6,0.91548,30.22,21.57,-11.30,-13.21,-12.57,信安強積金計劃800系列,信安恒指基金 - N類單位,信安（亞洲）,股票基金 - 香港股票基金（追蹤指數）,信安强积金计划800系列,"信安恒指基金
 - N类单位",信安（亚洲）,股票基金 - 香港股票基金（追踪指数）,PRIN-S8-HSIFDN
Principal MPF Scheme Series 800,Principal HK Dollar Savings Fund - Class D,PRIN,Money Market Fund - Other than MPF Conservative Fund,2000-12-01,185.01,2,0.99923,4.20,3.80,4.05,-1.21,-0.45,信安強積金計劃800系列,信安港元儲蓄基金 - D類單位,信安（亞洲）,貨幣市場基金 — 不包括強積金保守基金,信安强积金计划800系列,"信安港元储蓄基金
 - D类单位",信安（亚洲）,货币市场基金 — 不包括强积金保守基金,PRIN-S8-HDSFDD
Principal MPF Scheme Series 800,Principal HK Dollar Savings Fund - Class I,PRIN,Money Market Fund - Other than MPF Conservative Fund,2000-12-01,"2,259.30",2,1.03918,4.18,3.75,4.01,-1.25,-0.49,信安強積金計劃800系列,信安港元儲蓄基金 - I類單位,信安（亞洲）,貨幣市場基金 — 不包括強積金保守基金,信安强积金计划800系列,"信安港元储蓄基金
 - I类单位",信安（亚洲）,货币市场基金 — 不包括强积金保守基金,PRIN-S8-HDSFDI
Principal MPF Scheme Series 800,Principal Hong Kong Bond Fund - Class N,PRIN,Bond Fund - Hong Kong Dollar Bond Fund,2012-02-01,662.74,3,1.03544,6.15,3.10,6.38,-9.00,-1.18,信安強積金計劃800系列,信安香港債券基金 - N類單位,信安（亞洲）,債券基金 - 港元債券基金,信安强积金计划800系列,"信安香港债券基金
 - N类单位",信安（亚洲）,债券基金 - 港元债券基金,PRIN-S8-HKBFDN
Principal MPF Scheme Series 800,Principal Hong Kong Equity Fund - Class D,PRIN,Equity Fund - Hong Kong Equity Fund,2006-09-01,175.00,6,1.31209,35.06,15.20,-12.60,-21.14,-15.23,信安強積金計劃800系列,信安香港股票基金 - D類單位,信安（亞洲）,股票基金 - 香港股票基金,信安强积金计划800系列,"信安香港股票基金
 - D类单位",信安（亚洲）,股票基金 - 香港股票基金,PRIN-S8-HKEFDD
Principal MPF Scheme Series 800,Principal Hong Kong Equity Fund - Class I,PRIN,Equity Fund - Hong Kong Equity Fund,2006-09-01,"3,588.04",6,1.41209,34.98,15.08,-12.70,-21.22,-15.31,信安強積金計劃800系列,信安香港股票基金 - I類單位,信安（亞洲）,股票基金 - 香港股票基金,信安强积金计划800系列,"信安香港股票基金
 - I类单位",信安（亚洲）,股票基金 - 香港股票基金,PRIN-S8-HKEFDI
Principal MPF Scheme Series 800,Principal International Bond Fund - Class D,PRIN,Bond Fund - Global Bond Fund,2000-12-01,58.55,4,1.30276,7.26,-3.71,5.38,-16.34,-5.56,信安強積金計劃800系列,信安國際債券基金 - D類單位,信安（亞洲）,債券基金 - 環球債券基金,信安强积金计划800系列,"信安国际债券基金
 - D类单位",信安（亚洲）,债券基金 - 环球债券基金,PRIN-S8-INBDFD
Principal MPF Scheme Series 800,Principal International Bond Fund - Class I,PRIN,Bond Fund - Global Bond Fund,2000-12-01,"1,099.07",4,1.30278,7.25,-3.71,5.38,-16.34,-5.56,信安強積金計劃800系列,信安國際債券基金 - I類單位,信安（亞洲）,債券基金 - 環球債券基金,信安强积金计划800系列,"信安国际债券基金
 - I类单位",信安（亚洲）,债券基金 - 环球债券基金,PRIN-S8-INBDFI
Principal MPF Scheme Series 800,Principal International Equity Fund - Class D,PRIN,Equity Fund - Global Equity Fund,2000-12-01,253.69,5,1.31631,21.64,10.67,23.53,-21.91,18.19,信安強積金計劃800系列,信安國際股票基金 - D類單位,信安（亞洲）,股票基金 - 環球股票基金,信安强积金计划800系列,"信安国际股票基金
 - D类单位",信安（亚洲）,股票基金 - 环球股票基金,PRIN-S8-INEQFD
Principal MPF Scheme Series 800,Principal International Equity Fund - Class I,PRIN,Equity Fund - Global Equity Fund,2000-12-01,"2,643.44",5,1.50637,21.50,10.46,23.29,-22.06,17.97,信安強積金計劃800系列,信安國際股票基金 - I類單位,信安（亞洲）,股票基金 - 環球股票基金,信安强积金计划800系列,"信安国际股票基金
 - I类单位",信安（亚洲）,股票基金 - 环球股票基金,PRIN-S8-INEQFI
Principal MPF Scheme Series 800,Principal Long Term Accumulation Fund - Class D,PRIN,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,190.25,4,1.32355,16.09,4.21,6.44,-17.38,-0.09,信安強積金計劃800系列,信安長線增值基金 - D類單位,信安（亞洲）,混合資產基金 - 41% 至 60% 股票,信安强积金计划800系列,"信安长线增值基金
 - D类单位",信安（亚洲）,混合资产基金 - 41% to 60% 股票,PRIN-S8-LTAFDD
Principal MPF Scheme Series 800,Principal Long Term Accumulation Fund - Class I,PRIN,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,"1,929.52",4,1.52358,15.95,4.00,6.22,-17.55,-0.28,信安強積金計劃800系列,信安長線增值基金 - I類單位,信安（亞洲）,混合資產基金 - 41% 至 60% 股票,信安强积金计划800系列,"信安长线增值基金
 - I类单位",信安（亚洲）,混合资产基金 - 41% to 60% 股票,PRIN-S8-LTAFDI
